Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,All_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,All_Containers,Most_Accurate_Glass,Most_Occurring_Glass,Last_Detected_Glass,All_Glasses,Potential Foods,Other detections
Vegetarian Grain Bowl Meal Prep,https://tasty.co/recipe/vegetarian-grain-bowl-meal-prep,5.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 71}","[{'Container': 'bowl', 'Occurrence': 40, 'Average Accuracy': 58.175}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 71, 'Occurrence': 40}}","{'Glass': 'cup', 'Accuracy': 49}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 49.0}]","{'Glass': 'cup', 'Accuracy': 49}","{'cup': {'Top Accuracy': 49, 'Occurrence': 1}}","{'broccoli': {'Top Accuracy': 57, 'Occurrences': 42}}","{'turner': [50, 51, 47, 47, 47, 49, 49, 50, 50, 50, 50, 50], 'silicone-spatula': [51, 48, 56, 57, 60, 56, 56, 55, 50], 'food-container': [69, 70, 70, 71, 75, 72, 65, 51, 73, 73, 74, 77], 'grater': [53], 'cutting-board': [60], 'sieve': [54], 'whisk': [52, 60, 67]}"
Roasted Brussels Sprouts Salad,https://tasty.co/recipe/roasted-brussels-sprouts-salad,10.0,"[{'Cutlery': 'fork', 'Accuracy': 48}]","[{'Cutlery': 'fork', 'Occurrence': 2, 'Average Accuracy': 47.5}]","{'Cutlery': 'fork', 'Accuracy': 48}","{'fork': {'Top Accuracy': 48, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 65}","[{'Container': 'bowl', 'Occurrence': 73, 'Average Accuracy': 55.06849315068493}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 65, 'Occurrence': 73}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 50, 'Occurrences': 1}}","{'oven-glove': [69, 48, 55, 64], 'silicone-spatula': [48, 51, 50], 'baking-form': [49, 52, 49], 'skimmer': [47], 'tongs': [50, 68, 73, 61, 50, 67, 58, 73, 47, 48]}"
Slow Cooker Steak and Veggies,https://tasty.co/recipe/slow-cooker-steak-and-veggies,6.0,"[{'Cutlery': 'fork', 'Accuracy': 75}, {'Cutlery': 'person', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 10, 'Average Accuracy': 55.3}]","{'Cutlery': 'fork', 'Accuracy': 47}","{'person': {'Top Accuracy': 67, 'Occurrence': 7}, 'knife': {'Top Accuracy': 48, 'Occurrence': 3}, 'fork': {'Top Accuracy': 75, 'Occurrence': 10}, 'spoon': {'Top Accuracy': 53, 'Occurrence': 2}}","{'Container': 'plate', 'Accuracy': 80}","[{'Container': 'plate', 'Occurrence': 74, 'Average Accuracy': 68.71621621621621}]","{'Container': 'plate', 'Accuracy': 58}","{'plate': {'Top Accuracy': 80, 'Occurrence': 74}, 'bowl': {'Top Accuracy': 66, 'Occurrence': 57}}","{'Glass': 'wine glass', 'Accuracy': 81}","[{'Glass': 'wine glass', 'Occurrence': 8, 'Average Accuracy': 75.25}]","{'Glass': 'bottle', 'Accuracy': 49}","{'wine glass': {'Top Accuracy': 81, 'Occurrence': 8}, 'cup': {'Top Accuracy': 50, 'Occurrence': 1}, 'bottle': {'Top Accuracy': 57, 'Occurrence': 3}}","{'cake': {'Top Accuracy': 50, 'Occurrences': 1}}","{'pot': [69, 72, 58, 78, 76, 75, 79, 78, 78, 84, 84, 85, 85, 81, 87, 88, 87, 87, 86, 86, 87, 86, 88, 87, 86, 87, 87], 'lid': [49], 'car': [57], 'motorcycle': [49], 'oven-glove': [50], 'lepel': [52], 'ladle': [49, 52], 'turner': [51, 48, 50, 51, 48], 'bed': [47], 'remote': [49], 'toothbrush': [55, 63, 47, 53, 67, 58], 'bird': [59], 'measuring-cup': [47], 'vase': [48, 52, 48, 53, 61, 69, 69], 'scissors': [50]}"
Garlic Parmesan Bacon Brussels Sprouts,https://tasty.co/recipe/garlic-parmesan-bacon-brussels-sprouts,11.0,"[{'Cutlery': 'fork', 'Accuracy': 50}]","[{'Cutlery': 'fork', 'Occurrence': 2, 'Average Accuracy': 49.5}]","{'Cutlery': 'fork', 'Accuracy': 50}","{'fork': {'Top Accuracy': 50, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 5, 'Average Accuracy': 55.0}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 5}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 66, 'Occurrences': 5}}","{'tv': [59, 65], 'laptop': [48], 'turner': [54], 'teddy bear': [58, 57, 57, 57, 57]}"
Easy Honey-Mustard Chicken Meal Prep,https://tasty.co/recipe/easy-honey-mustard-chicken-meal-prep,12.0,"[{'Cutlery': 'fork', 'Accuracy': 57}, {'Cutlery': 'person', 'Accuracy': 57}]","[{'Cutlery': 'person', 'Occurrence': 17, 'Average Accuracy': 56.470588235294116}]","{'Cutlery': 'person', 'Accuracy': 57}","{'fork': {'Top Accuracy': 57, 'Occurrence': 5}, 'person': {'Top Accuracy': 57, 'Occurrence': 17}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': 'cup', 'Accuracy': 53}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 53.0}]","{'Glass': 'cup', 'Accuracy': 53}","{'cup': {'Top Accuracy': 53, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 58, 'Occurrences': 2}, 'broccoli': {'Top Accuracy': 60, 'Occurrences': 16}}","{'food-container': [77, 74], 'sieve': [49, 50, 50, 50, 50, 51, 52, 52, 51, 51], 'silicone-spatula': [49, 54, 55], 'chair': [50], 'tongs': [51]}"
One-Pan Winter Chicken Roast,https://tasty.co/recipe/one-pan-autumn-chicken-roast,14.0,"[{'Cutlery': 'person', 'Accuracy': 63}]","[{'Cutlery': 'person', 'Occurrence': 6, 'Average Accuracy': 60.5}]","{'Cutlery': 'person', 'Accuracy': 59}","{'person': {'Top Accuracy': 63, 'Occurrence': 6}}","{'Container': 'bowl', 'Accuracy': 52}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 52.0}, {'Container': 'plate', 'Occurrence': 1, 'Average Accuracy': 47.0}]","{'Container': 'plate', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 52, 'Occurrence': 1}, 'plate': {'Top Accuracy': 47, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 52, 'Occurrences': 10}}","{'baking-sheet': [90, 91, 92, 91, 90, 92, 92, 92, 92, 92, 92, 93, 91, 90, 92, 91, 92, 92, 93, 92, 92, 93, 90, 89, 90, 93, 93, 92, 93, 91, 88, 90, 91, 92, 93, 92, 92, 92, 91, 92, 91, 91, 92, 90, 89, 88, 90, 90, 89, 90, 91, 92, 92, 92, 89, 87, 71, 62, 63, 77, 85, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93], 'pinch-bowl': [80, 69, 58, 58, 63, 76, 76, 88, 72, 68, 68, 49], 'turner': [49, 48], 'bird': [51], 'dining table': [50, 59, 59, 59, 54, 55, 56, 57, 56, 57, 57, 56, 55, 57, 57, 56, 56, 57, 56, 55, 55], 'silicone-spatula': [54, 55], 'toothbrush': [48]}"
Roasted Garlic Parmesan Brussels Sprouts,https://tasty.co/recipe/roasted-garlic-parmesan-brussels-sprouts,19.0,"[{'Cutlery': 'person', 'Accuracy': 66}]","[{'Cutlery': 'person', 'Occurrence': 8, 'Average Accuracy': 55.125}]","{'Cutlery': 'person', 'Accuracy': 52}","{'spoon': {'Top Accuracy': 55, 'Occurrence': 2}, 'fork': {'Top Accuracy': 48, 'Occurrence': 1}, 'person': {'Top Accuracy': 66, 'Occurrence': 8}}","{'Container': 'bowl', 'Accuracy': 80}","[{'Container': 'bowl', 'Occurrence': 45, 'Average Accuracy': 64.62222222222222}]","{'Container': 'bowl', 'Accuracy': 62}","{'bowl': {'Top Accuracy': 80, 'Occurrence': 45}, 'plate': {'Top Accuracy': 55, 'Occurrence': 6}}","{'Glass': 'cup', 'Accuracy': 48}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Glass': 'cup', 'Accuracy': 48}","{'cup': {'Top Accuracy': 48, 'Occurrence': 1}}","{'broccoli': {'Top Accuracy': 50, 'Occurrences': 3}, 'donut': {'Top Accuracy': 50, 'Occurrences': 1}}","{'silicone-spatula': [48, 48, 47, 56], 'dining table': [48, 50, 50, 50, 50, 53, 48, 48, 51], 'whisk': [49], 'baking-sheet': [85, 79, 73, 69, 77, 76, 79, 81, 81, 80, 85, 66, 64, 60, 63, 61, 87, 90, 89, 90, 88, 90, 90, 87, 90, 87, 88, 88, 87, 87, 82, 83, 89, 80, 77, 88, 85, 86, 87, 83, 88, 84, 79, 81, 88, 88, 88, 88, 62, 55, 80, 83, 82, 82, 82, 81, 81, 82, 81, 81, 81, 81], 'tongs': [55, 48, 49], 'turner': [53], 'skimmer': [51, 48, 50, 52, 53, 51, 55, 50, 51, 49]}"
One-pan Honey Garlic Chicken,https://tasty.co/recipe/one-pan-honey-garlic-chicken,18.0,"[{'Cutlery': 'fork', 'Accuracy': 64}]","[{'Cutlery': 'fork', 'Occurrence': 9, 'Average Accuracy': 53.666666666666664}]","{'Cutlery': 'fork', 'Accuracy': 52}","{'person': {'Top Accuracy': 48, 'Occurrence': 1}, 'fork': {'Top Accuracy': 64, 'Occurrence': 9}}","{'Container': 'plate', 'Accuracy': 89}","[{'Container': 'plate', 'Occurrence': 40, 'Average Accuracy': 84.95}]","{'Container': 'plate', 'Accuracy': 89}","{'plate': {'Top Accuracy': 89, 'Occurrence': 40}, 'bowl': {'Top Accuracy': 62, 'Occurrence': 1}}","{'Glass': 'cup', 'Accuracy': 53}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 53.0}]","{'Glass': 'cup', 'Accuracy': 53}","{'cup': {'Top Accuracy': 53, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 52, 'Occurrences': 5}}","{'jar': [59, 52], 'blender': [54], 'pan': [47], 'dining table': [48, 48, 48, 49, 50, 49, 50, 49, 50, 48, 50, 49, 49, 48, 49, 47, 48, 50, 53, 50, 47], 'tongs': [56, 55, 51, 48, 52, 51, 53, 57, 49, 55, 56, 51, 53], 'silicone-spatula': [56], 'scissors': [49], 'toothbrush': [48], 'tennis racket': [59], 'cutting-board': [51, 49, 49, 47, 47], 'vase': [54, 50], 'bird': [50, 53]}"
Cookies and Cream Cheesecake Cookies,https://tasty.co/recipe/cookies-and-cream-cheesecake-cookies,20.0,"[{'Cutlery': 'person', 'Accuracy': 81}]","[{'Cutlery': 'person', 'Occurrence': 25, 'Average Accuracy': 65.52}]","{'Cutlery': 'knife', 'Accuracy': 48}","{'person': {'Top Accuracy': 81, 'Occurrence': 25}, 'fork': {'Top Accuracy': 54, 'Occurrence': 2}, 'knife': {'Top Accuracy': 53, 'Occurrence': 2}}","{'Container': 'plate', 'Accuracy': 80}","[{'Container': 'bowl', 'Occurrence': 23, 'Average Accuracy': 49.47826086956522}]","{'Container': 'bowl', 'Accuracy': 48}","{'plate': {'Top Accuracy': 80, 'Occurrence': 22}, 'bowl': {'Top Accuracy': 54, 'Occurrence': 23}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 55, 'Occurrences': 3}}","{'baking-rack': [88, 50, 89, 50, 90, 55, 89, 50, 88, 60, 87, 55, 84, 71, 70, 71, 70, 70, 70, 69, 69, 66, 68, 67, 63, 63, 61, 60, 60, 60, 59, 61, 60, 61, 61, 61, 61, 62, 62, 60, 61, 61, 61, 61, 60, 61, 61, 60, 61, 59, 79, 72, 77, 70, 68, 52, 66, 70, 74, 73, 69, 69, 62, 60, 59, 66], 'oven-glove': [47, 48], 'cat': [57, 60, 60], 'sink': [55, 48], 'dining table': [49, 48, 57, 57, 53], 'frisbee': [50], 'laptop': [58], 'tongs': [60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60], 'umbrella': [47], 'pinch-bowl': [59]}"
One Bowl Chocolate Chip Banana Bread,https://tasty.co/recipe/one-bowl-chocolate-chip-banana-bread,27.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 76, 'Occurrences': 60}}","{'cutting-board': [66, 67, 65, 63, 66, 65], 'laptop': [62, 47], 'surfboard': [48], 'oil-dispenser': [58]}"
Chocolate Chip Cookies,https://tasty.co/recipe/chocolate-chip-cookies,21.0,"[{'Cutlery': 'person', 'Accuracy': 60}]","[{'Cutlery': 'person', 'Occurrence': 10, 'Average Accuracy': 52.5}]","{'Cutlery': 'person', 'Accuracy': 48}","{'person': {'Top Accuracy': 60, 'Occurrence': 10}}","{'Container': 'plate', 'Accuracy': 77}","[{'Container': 'plate', 'Occurrence': 33, 'Average Accuracy': 56.39393939393939}]","{'Container': 'plate', 'Accuracy': 77}","{'plate': {'Top Accuracy': 77, 'Occurrence': 33}, 'bowl': {'Top Accuracy': 58, 'Occurrence': 20}}","{'Glass': 'cup', 'Accuracy': 55}","[{'Glass': 'cup', 'Occurrence': 7, 'Average Accuracy': 51.285714285714285}]","{'Glass': 'cup', 'Accuracy': 53}","{'cup': {'Top Accuracy': 55, 'Occurrence': 7}}","{'donut': {'Top Accuracy': 49, 'Occurrences': 2}, 'cake': {'Top Accuracy': 68, 'Occurrences': 15}, 'pizza': {'Top Accuracy': 60, 'Occurrences': 9}}","{'jug': [48], 'dining table': [51, 50, 53, 54, 48, 48, 52, 51, 49, 51, 51, 51, 51, 51], 'mouse': [47], 'cat': [53, 60, 55, 49], 'silicone-spatula': [51], 'tongs': [55, 53, 54, 58], 'bed': [49, 51], 'turner': [59, 52], 'cutting-board': [52, 53, 51, 47], 'baking-dish': [53], 'teddy bear': [57]}"
Creamy Garlic Parmesan Crispy Chicken Salad,https://tasty.co/recipe/creamy-garlic-parmesan-crispy-chicken-salad,24.0,"[{'Cutlery': 'fork', 'Accuracy': 69}]","[{'Cutlery': 'fork', 'Occurrence': 29, 'Average Accuracy': 55.13793103448276}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'fork': {'Top Accuracy': 69, 'Occurrence': 29}, 'person': {'Top Accuracy': 52, 'Occurrence': 5}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'sieve': [52], 'skimmer': [47, 51, 49], 'parking meter': [48], 'turner': [54], 'silicone-spatula': [48, 49, 50, 48, 49, 50, 50, 49, 50, 50, 51], 'kite': [61, 48], 'vase': [58], 'measuring-cup': [54, 63, 52, 51, 48], 'tennis racket': [50, 52, 58], 'tongs': [53], 'cell phone': [55], 'remote': [48, 48, 48]}"
Classic Yellow Cake,https://tasty.co/recipe/classic-yellow-cake,26.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.65}]","{'Cutlery': 'fork', 'Accuracy': 48}","{'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 55.0}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 58, 'Occurrences': 1}}","{'tongs': [51], 'cell phone': [48], 'teddy bear': [50]}"
The Ultimate Waffle,https://tasty.co/recipe/the-ultimate-waffle,25.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 58}","[{'Container': 'bowl', 'Occurrence': 14, 'Average Accuracy': 55.714285714285715}]","{'Container': 'bowl', 'Accuracy': 58}","{'bowl': {'Top Accuracy': 58, 'Occurrence': 14}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 61, 'Occurrences': 17}}","{'sieve': [48, 53, 57, 54, 54, 53, 55, 56, 56, 57, 58, 49, 58, 48, 52, 50, 50, 54, 54, 50, 53, 53, 49, 49, 63, 63, 58, 57, 60, 58, 58, 60, 61, 62, 65, 64, 64, 63, 61, 62, 62, 62, 61, 59, 59, 61, 63, 61, 60, 57, 57, 57, 59, 61, 53, 54, 47, 47, 53, 57, 49, 52, 51, 49], 'skimmer': [50], 'scissors': [55, 48, 53, 54, 54, 62, 57, 61], 'cell phone': [63, 48, 56], 'hair drier': [53, 52, 49, 47, 51, 53, 53, 49], 'tongs': [49, 48, 48], 'mouse': [51, 48], 'car': [49], 'silicone-spatula': [51, 51, 47, 48], 'turner': [48, 49, 49, 48, 49, 47, 48, 49, 51, 51, 53, 52, 50, 51, 52, 52]}"
Cheddar Biscuit Chicken Pot Pie,https://tasty.co/recipe/cheddar-biscuit-chicken-pot-pie,28.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.8}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 51, 'Occurrence': 4}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 50}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 50.0}]","{'Container': 'bowl', 'Accuracy': 50}","{'bowl': {'Top Accuracy': 50, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'turner': [52, 52, 50, 51, 50, 48], 'kite': [61], 'vase': [53], 'measuring-cup': [54, 64, 51, 51], 'tennis racket': [50, 56], 'tongs': [53], 'cell phone': [54], 'remote': [53, 49, 48, 50, 50, 50]}"
Cheddar Ranch Popcorn Chicken,https://tasty.co/recipe/cheddar-ranch-popcorn-chicken,33.0,"[{'Cutlery': 'fork', 'Accuracy': 56}]","[{'Cutlery': 'spoon', 'Occurrence': 4, 'Average Accuracy': 51.0}]","{'Cutlery': 'spoon', 'Accuracy': 52}","{'fork': {'Top Accuracy': 56, 'Occurrence': 1}, 'spoon': {'Top Accuracy': 53, 'Occurrence': 4}, 'knife': {'Top Accuracy': 54, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 48}","[{'Container': 'bowl', 'Occurrence': 3, 'Average Accuracy': 47.333333333333336}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 48, 'Occurrence': 3}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 54, 'Occurrences': 7}}","{'scissors': [52, 51, 52], 'toothbrush': [51, 48, 66, 53], 'whisk': [61, 48, 70, 58], 'sieve': [48, 48, 47, 48, 50, 49, 50], 'tongs': [59, 76, 80, 80, 81, 50, 78, 66, 76, 65, 51, 63, 58, 50, 50, 58, 66], 'pan': [50, 62, 65, 63, 66, 67, 54, 55, 61, 53, 50, 50, 50, 55, 60, 59, 66, 69, 60, 54, 58, 60, 60, 48, 58, 48, 52, 55, 52, 52, 49, 62, 48, 54, 54, 69, 53, 49, 49, 49, 47, 55, 54, 51, 54, 61, 55, 60, 68, 64], 'turner': [52, 48, 49, 48, 47], 'bird': [63, 51], 'kite': [53]}"
Lemon-Berry Muffins,https://tasty.co/recipe/lemon-berry-muffins,29.0,"[{'Cutlery': 'person', 'Accuracy': 68}]","[{'Cutlery': 'person', 'Occurrence': 44, 'Average Accuracy': 57.56818181818182}]","{'Cutlery': 'person', 'Accuracy': 48}","{'knife': {'Top Accuracy': 52, 'Occurrence': 20}, 'person': {'Top Accuracy': 68, 'Occurrence': 44}, 'spoon': {'Top Accuracy': 49, 'Occurrence': 6}}","{'Container': 'bowl', 'Accuracy': 63}","[{'Container': 'bowl', 'Occurrence': 95, 'Average Accuracy': 55.294736842105266}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 63, 'Occurrence': 95}, 'plate': {'Top Accuracy': 55, 'Occurrence': 13}}","{'Glass': 'cup', 'Accuracy': 65}","[{'Glass': 'cup', 'Occurrence': 25, 'Average Accuracy': 57.64}]","{'Glass': 'cup', 'Accuracy': 51}","{'cup': {'Top Accuracy': 65, 'Occurrence': 25}}","{'cake': {'Top Accuracy': 61, 'Occurrences': 9}, 'donut': {'Top Accuracy': 63, 'Occurrences': 17}}","{'dining table': [51, 48, 49, 52, 52, 51, 51, 53, 52, 52, 52, 52, 51, 50, 51, 52, 52, 52, 52, 49, 49, 49, 51, 52, 53, 52, 51, 54], 'food-container': [67, 66, 65, 64, 64, 64, 63, 68, 67, 66, 67, 66, 68, 67, 67, 66, 67, 68, 49, 52, 62, 64, 64, 62, 67, 64, 58], 'baking-form': [48], 'silicone-spatula': [50, 49, 54], 'surfboard': [52, 48], 'measuring-cup': [52], 'frisbee': [58], 'teddy bear': [48, 47, 47, 47, 48]}"
The Ultimate Funfetti Cake,https://tasty.co/recipe/the-ultimate-funfetti-cake,30.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.85}]","{'Cutlery': 'fork', 'Accuracy': 55}","{'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 12, 'Average Accuracy': 53.75}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 12}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 60, 'Occurrences': 11}}","{'cell phone': [60, 49], 'remote': [48, 48, 48]}"
Cheddar Ranch Chicken Strips,https://tasty.co/recipe/cheddar-ranch-chicken-strips,48.0,"[{'Cutlery': 'person', 'Accuracy': 56}]","[{'Cutlery': 'person', 'Occurrence': 2, 'Average Accuracy': 51.5}]","{'Cutlery': 'person', 'Accuracy': 56}","{'person': {'Top Accuracy': 56, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 56}","[{'Container': 'bowl', 'Occurrence': 18, 'Average Accuracy': 54.27777777777778}]","{'Container': 'bowl', 'Accuracy': 49}","{'bowl': {'Top Accuracy': 56, 'Occurrence': 18}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 57, 'Occurrences': 40}, 'cake': {'Top Accuracy': 55, 'Occurrences': 3}}","{'sieve': [52, 51, 52, 47, 48, 58, 55, 48, 49, 49, 55, 64, 64, 64, 64, 62, 64, 67, 58, 55, 54, 60, 68, 74, 68, 58, 57, 52, 48, 55, 55, 55, 56, 56, 56, 55, 55, 55, 56, 56, 56, 57, 56, 56, 56, 56], 'whisk': [52, 47, 47, 48, 47, 47, 47], 'pinch-bowl': [69, 70, 73, 73, 74, 75, 77, 79, 79, 79, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 78, 78, 78, 79, 79, 78]}"
Flakiest Biscuits By Angie Thomas,https://tasty.co/recipe/flakiest-biscuits,39.0,"[{'Cutlery': 'person', 'Accuracy': 97}, {'Cutlery': 'fork', 'Accuracy': 68}]","[{'Cutlery': 'person', 'Occurrence': 42, 'Average Accuracy': 91.73809523809524}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 97, 'Occurrence': 42}, 'fork': {'Top Accuracy': 68, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 50}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 50.0}]","{'Container': 'bowl', 'Accuracy': 50}","{'bowl': {'Top Accuracy': 50, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'blender': [47, 50, 48], 'remote': [61, 47, 47, 48, 48, 48, 48], 'cutting-board': [50], 'measuring-cup': [47, 62, 50], 'kite': [62], 'vase': [50], 'peeler': [48], 'tennis racket': [58], 'tongs': [49]}"
Whole30 Coconut Curry Meal Prep,https://tasty.co/recipe/whole30-coconut-curry-meal-prep,32.0,"[{'Cutlery': 'person', 'Accuracy': 58}]","[{'Cutlery': 'person', 'Occurrence': 8, 'Average Accuracy': 57.5}]","{'Cutlery': 'person', 'Accuracy': 58}","{'person': {'Top Accuracy': 58, 'Occurrence': 8}}","{'Container': 'bowl', 'Accuracy': 77}","[{'Container': 'bowl', 'Occurrence': 17, 'Average Accuracy': 75.6470588235294}]","{'Container': 'bowl', 'Accuracy': 75}","{'bowl': {'Top Accuracy': 77, 'Occurrence': 17}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 60, 'Occurrences': 97}}","{'sieve': [59, 61, 56, 58, 57, 50, 52, 47, 50, 51, 48, 53, 47, 51, 49, 49, 48, 50, 48, 47, 47, 50, 51, 49, 51, 49, 48, 55, 50, 50, 54, 54, 54, 52, 55, 53, 55, 53, 50, 49, 49], 'skimmer': [51, 50, 53, 53, 51, 47, 53, 49, 48, 47, 48, 51, 54, 48, 48, 49, 50, 49, 48, 48], 'turner': [54, 53, 59, 50, 50, 53, 63, 67, 67, 66, 65, 64, 64, 64, 64, 64, 63, 63, 62, 62, 62, 61, 60]}"
